order_id,order_date,region,category,product,quantity,unit_price,amount
125,2025-11-15,西南,服装鞋包,T恤,4,262.74,1050.96
126,2024-07-05,西南,家用电器,空调,3,3569.76,10709.28
127,2026-06-20,西北,服装鞋包,双肩包,1,358.31,358.31
128,2024-07-14,华东,家用电器,电饭煲,4,510.86,2043.44
129,2024-09-03,西南,食品饮料,茶叶,1,73.26,73.26
130,2024-08-14,西南,家用电器,空调,5,3718.91,18594.55
131,2025-07-20,西北,服装鞋包,羽绒服,5,763.87,3819.35
132,2025-12-20,西南,服装鞋包,运动鞋,3,430.54,1291.62
133,2026-01-08,华北,服装鞋包,T恤,5,287.72,1438.6
134,2025-12-07,华北,家用电器,洗衣机,4,2106.0,8424.0
135,2025-08-26,西北,美妆个护,口红,1,349.79,349.79
136,2024-10-30,华北,服装鞋包,牛仔裤,3,105.66,316.98
137,2025-06-30,华北,服装鞋包,T恤,1,188.34,188.34
138,2025-12-15,华北,食品饮料,牛奶,1,58.7,58.7
139,2025-04-25,西南,食品饮料,咖啡,2,194.13,388.26
140,2024-09-15,西南,3C数码,手机,4,4950.48,19801.92
141,2025-08-13,华东,家用电器,洗衣机,5,4796.5,23982.5
142,2024-03-28,华北,3C数码,智能手表,4,2015.79,8063.16
143,2026-03-20,西北,家用电器,吸尘器,4,840.62,3362.48
144,2025-03-29,华南,美妆个护,洗发水,3,102.55,307.65
145,2024-03-02,西北,3C数码,笔记本电脑,2,4955.55,9911.1
146,2024-03-24,华北,家用电器,洗衣机,5,1300.26,6501.3
147,2024-01-03,西南,食品饮料,巧克力,4,43.3,173.2
148,2024-08-25,华南,服装鞋包,羽绒服,1,1156.12,1156.12
149,2026-08-04,华南,美妆个护,面霜,4,162.64,650.56
150,2024-08-18,华北,服装鞋包,牛仔裤,1,123.86,123.86
151,2026-03-22,华南,美妆个护,香水,3,463.49,1390.47
152,2025-04-24,华南,食品饮料,咖啡,5,121.8,609.0
153,2025-03-24,华东,美妆个护,洗面奶,4,154.87,619.48
154,2025-09-10,华南,3C数码,手机,2,7771.47,15542.94
155,2026-05-06,西北,美妆个护,洗面奶,3,127.96,383.88
156,2026-02-20,华北,食品饮料,巧克力,4,93.29,373.16
157,2024-07-04,西北,食品饮料,茶叶,1,167.5,167.5
158,2025-02-22,华南,服装鞋包,T恤,2,132.45,264.9
159,2025-12-11,西南,服装鞋包,羽绒服,5,440.37,2201.85
160,2024-03-31,华南,服装鞋包,运动鞋,1,1170.18,1170.18
161,2025-02-17,西北,3C数码,智能手表,4,1533.12,6132.48
162,2024-07-11,西北,服装鞋包,双肩包,4,412.7,1650.8
163,2026-02-17,华东,家用电器,空调,5,2481.27,12406.35
164,2024-10-21,西南,食品饮料,牛奶,1,78.66,78.66
165,2025-09-15,华北,家用电器,空调,5,1871.11,9355.55
166,2025-02-21,华东,家用电器,冰箱,4,5761.77,23047.08
167,2025-10-25,华北,食品饮料,咖啡,5,149.92,749.6
168,2025-03-01,西南,食品饮料,坚果,4,84.1,336.4
169,2025-01-27,华北,美妆个护,香水,2,718.42,1436.84
170,2024-10-09,西南,服装鞋包,双肩包,3,510.27,1530.81
171,2024-10-16,华南,美妆个护,香水,4,719.16,2876.64
172,2025-04-02,西北,食品饮料,咖啡,3,123.83,371.49
173,2025-07-10,西南,食品饮料,咖啡,2,196.73,393.46
174,2024-09-01,西北,食品饮料,坚果,4,43.49,173.96
175,2026-02-01,西南,食品饮料,茶叶,2,173.83,347.66
176,2024-02-07,华北,美妆个护,香水,3,721.82,2165.46
177,2026-06-14,西南,3C数码,智能手表,4,538.37,2153.48
178,2024-05-27,西南,家用电器,冰箱,4,5016.86,20067.44
179,2024-09-28,华南,美妆个护,洗发水,1,133.69,133.69
180,2026-05-22,西北,食品饮料,咖啡,4,178.31,713.24
181,2024-02-06,西北,3C数码,笔记本电脑,3,8985.84,26957.52
182,2026-02-03,华东,食品饮料,牛奶,1,52.18,52.18
183,2025-12-11,华南,3C数码,手机,3,6776.86,20330.58
184,2024-10-27,华南,服装鞋包,羽绒服,2,668.62,1337.24
185,2025-02-25,西北,家用电器,洗衣机,2,1315.87,2631.74
186,2026-06-10,西南,美妆个护,面霜,4,737.24,2948.96
187,2024-05-26,华北,食品饮料,咖啡,4,73.41,293.64
188,2024-01-10,西南,服装鞋包,双肩包,2,136.93,273.86
189,2026-08-25,华南,美妆个护,口红,4,307.09,1228.36
190,2025-04-12,华南,家用电器,电饭煲,4,219.32,877.28
191,2025-01-25,西北,服装鞋包,双肩包,3,596.35,1789.05
192,2024-10-29,华东,食品饮料,咖啡,1,126.21,126.21
193,2025-12-03,华东,美妆个护,洗发水,3,125.33,375.99
194,2024-08-23,西北,服装鞋包,牛仔裤,2,348.36,696.72
195,2025-11-25,华北,3C数码,手机,3,6731.66,20194.98
196,2024-02-04,西北,服装鞋包,牛仔裤,1,463.85,463.85
197,2024-11-30,西南,家用电器,洗衣机,2,4146.05,8292.1
198,2026-06-16,华南,美妆个护,香水,3,698.28,2094.84
199,2024-09-20,西南,服装鞋包,运动鞋,1,668.33,668.33
200,2024-03-18,华北,家用电器,电饭煲,5,387.75,1938.75
201,2026-03-20,西南,3C数码,平板,5,1669.64,8348.2
202,2025-01-12,华南,美妆个护,洗发水,3,51.92,155.76
203,2024-08-27,西南,3C数码,智能手表,5,1320.02,6600.1
204,2025-09-16,华北,3C数码,耳机,3,1351.09,4053.27
205,2024-04-29,华北,3C数码,手机,3,7975.56,23926.68
206,2024-04-28,华东,家用电器,吸尘器,2,766.37,1532.74
207,2025-01-14,西北,食品饮料,巧克力,2,90.83,181.66
208,2025-11-01,华东,食品饮料,巧克力,4,95.12,380.48
209,2024-10-13,华东,服装鞋包,牛仔裤,4,277.88,1111.52
210,2024-08-29,华南,3C数码,平板,5,4626.45,23132.25
211,2025-10-22,华南,3C数码,耳机,3,501.15,1503.45
212,2024-05-05,西南,3C数码,笔记本电脑,5,8841.01,44205.05
213,2024-02-21,华南,家用电器,洗衣机,5,1820.82,9104.1
214,2026-04-29,西北,家用电器,吸尘器,2,1275.66,2551.32
215,2024-08-26,华南,家用电器,吸尘器,1,632.73,632.73
216,2024-05-28,华北,美妆个护,口红,2,132.98,265.96
217,2026-06-06,华东,家用电器,冰箱,3,5054.93,15164.79
218,2024-08-31,西北,服装鞋包,T恤,2,116.34,232.68
219,2024-05-09,西南,美妆个护,洗面奶,1,110.96,110.96
220,2026-03-07,华南,美妆个护,香水,1,471.2,471.2
221,2024-08-14,西北,3C数码,智能手表,3,1645.11,4935.33
222,2024-02-01,华东,食品饮料,茶叶,4,221.52,886.08
223,2025-05-17,西南,3C数码,手机,3,5649.78,16949.34
224,2024-03-08,华北,服装鞋包,双肩包,5,374.18,1870.9
225,2024-11-28,西南,美妆个护,香水,3,472.23,1416.69
226,2025-09-11,西南,3C数码,手机,5,6325.04,31625.2
227,2024-08-08,西南,食品饮料,坚果,4,67.11,268.44
228,2025-04-09,西南,食品饮料,牛奶,3,51.34,154.02
229,2025-11-12,华南,服装鞋包,牛仔裤,4,126.85,507.4
230,2026-05-01,华东,3C数码,耳机,1,1527.49,1527.49
231,2025-01-16,华北,美妆个护,洗面奶,5,192.63,963.15
232,2025-07-29,华南,3C数码,耳机,3,1766.17,5298.51
233,2026-08-21,西南,3C数码,平板,5,2387.31,11936.55
234,2024-04-16,西北,美妆个护,面霜,2,552.85,1105.7
235,2024-08-17,华东,服装鞋包,双肩包,3,157.44,472.32
236,2024-10-12,西北,家用电器,电饭煲,5,783.46,3917.3
237,2026-04-18,西北,美妆个护,香水,1,565.4,565.4
238,2025-11-04,华南,3C数码,笔记本电脑,3,7364.84,22094.52
239,2024-11-12,华南,服装鞋包,T恤,2,267.47,534.94
240,2025-08-02,西南,3C数码,笔记本电脑,1,4004.67,4004.67
241,2025-06-27,华北,食品饮料,茶叶,4,135.22,540.88
242,2025-01-13,华南,服装鞋包,双肩包,5,142.48,712.4
243,2024-02-23,华北,家用电器,吸尘器,1,1108.76,1108.76
244,2024-10-05,西南,食品饮料,茶叶,5,160.51,802.55
245,2024-10-06,华北,美妆个护,洗面奶,3,103.09,309.27
246,2024-10-17,西北,食品饮料,巧克力,3,23.63,70.89
247,2025-02-08,西北,3C数码,手机,2,3808.52,7617.04
248,2024-08-04,华北,服装鞋包,运动鞋,3,319.98,959.94
249,2025-05-24,西南,家用电器,洗衣机,4,3130.33,12521.32
250,2024-08-23,西北,美妆个护,口红,1,219.12,219.12
251,2026-01-29,华东,食品饮料,牛奶,4,76.06,304.24
252,2026-06-01,华南,美妆个护,洗发水,5,84.49,422.45
253,2025-10-17,西南,服装鞋包,T恤,4,55.21,220.84
254,2024-11-28,华北,美妆个护,洗发水,3,49.69,149.07
255,2026-05-14,华东,家用电器,电饭煲,5,410.29,2051.45
256,2024-03-21,西南,服装鞋包,运动鞋,2,533.07,1066.14
257,2024-06-21,华东,美妆个护,洗面奶,5,116.69,583.45
258,2026-07-16,华南,服装鞋包,牛仔裤,2,141.12,282.24
259,2024-09-19,华北,家用电器,吸尘器,2,1212.26,2424.52
260,2025-11-02,华东,家用电器,电饭煲,4,640.39,2561.56
261,2026-02-17,西北,食品饮料,巧克力,5,45.86,229.3
262,2025-10-04,华南,家用电器,电饭煲,1,454.8,454.8
263,2025-10-08,华南,服装鞋包,双肩包,1,275.97,275.97
264,2024-03-16,华南,食品饮料,茶叶,1,64.22,64.22
265,2026-05-01,华南,3C数码,手机,5,5564.48,27822.4
266,2025-01-28,西南,美妆个护,香水,1,469.84,469.84
267,2026-04-09,西北,家用电器,空调,5,4273.27,21366.35
268,2024-06-03,华东,食品饮料,牛奶,3,79.12,237.36
269,2024-03-27,西北,家用电器,冰箱,2,4684.3,9368.6
270,2025-03-25,西北,美妆个护,香水,2,418.34,836.68
271,2026-07-28,华南,食品饮料,茶叶,3,219.72,659.16
272,2024-02-23,华南,3C数码,平板,1,3320.26,3320.26
273,2025-01-30,华南,服装鞋包,双肩包,2,266.68,533.36
274,2025-08-19,华北,服装鞋包,运动鞋,4,328.95,1315.8
275,2025-12-26,华东,服装鞋包,双肩包,4,421.75,1687.0
276,2024-12-02,华北,美妆个护,洗面奶,4,116.44,465.76
277,2024-01-19,华南,服装鞋包,牛仔裤,2,236.69,473.38
278,2026-02-23,西南,家用电器,洗衣机,2,1619.78,3239.56
279,2024-10-29,华东,美妆个护,香水,5,222.65,1113.25
280,2024-12-10,西北,家用电器,吸尘器,4,485.1,1940.4
281,2024-07-04,西北,家用电器,电饭煲,1,417.06,417.06
282,2025-11-23,华北,食品饮料,巧克力,3,80.19,240.57
283,2026-03-13,西南,家用电器,吸尘器,2,671.36,1342.72
284,2026-04-08,西南,家用电器,空调,5,6919.09,34595.45
285,2025-04-17,华南,食品饮料,巧克力,5,53.49,267.45
286,2024-06-14,华北,美妆个护,面霜,3,117.57,352.71
287,2025-05-07,华南,美妆个护,洗面奶,5,174.7,873.5
288,2024-10-18,华东,家用电器,空调,4,6507.59,26030.36
289,2024-05-30,西南,3C数码,笔记本电脑,4,8365.46,33461.84
290,2026-08-10,华东,食品饮料,牛奶,4,55.1,220.4
291,2024-08-29,西南,3C数码,平板,2,1307.11,2614.22
292,2026-08-11,华东,服装鞋包,牛仔裤,2,115.32,230.64
293,2026-07-28,西南,家用电器,电饭煲,4,549.98,2199.92
294,2026-07-16,华东,3C数码,平板,2,4372.86,8745.72
295,2025-07-15,西北,美妆个护,洗发水,1,125.38,125.38
296,2024-08-31,华南,3C数码,手机,2,4518.95,9037.9
297,2026-03-23,西北,食品饮料,牛奶,1,71.83,71.83
298,2025-05-26,西北,美妆个护,洗面奶,5,127.76,638.8
299,2026-01-05,华北,服装鞋包,羽绒服,1,1076.29,1076.29
300,2024-09-03,西北,食品饮料,坚果,1,81.88,81.88
301,2025-01-04,华东,美妆个护,香水,5,671.85,3359.25
302,2025-06-03,西北,3C数码,耳机,4,230.54,922.16
303,2025-01-31,华南,服装鞋包,T恤,3,247.13,741.39
304,2024-12-19,华北,3C数码,智能手表,3,833.52,2500.56
305,2024-12-26,西北,服装鞋包,牛仔裤,4,492.33,1969.32
306,2025-05-05,华北,家用电器,冰箱,4,1666.43,6665.72
307,2024-07-25,华东,家用电器,冰箱,3,5700.17,17100.51
308,2025-06-11,西南,美妆个护,洗发水,3,44.03,132.09
309,2025-10-24,华北,服装鞋包,运动鞋,1,1065.8,1065.8
310,2024-12-05,华南,3C数码,平板,4,4580.05,18320.2
311,2026-01-31,西南,食品饮料,咖啡,2,114.35,228.7
312,2025-05-24,华南,美妆个护,口红,1,318.12,318.12
313,2024-03-21,西南,美妆个护,面霜,5,291.51,1457.55
314,2024-04-15,华东,服装鞋包,运动鞋,3,645.92,1937.76
315,2026-01-04,西南,家用电器,电饭煲,3,440.63,1321.89
316,2026-01-14,华南,美妆个护,洗发水,3,110.34,331.02
317,2026-03-21,华东,3C数码,耳机,3,1099.21,3297.63
318,2026-02-06,华北,3C数码,笔记本电脑,5,7229.49,36147.45
319,2025-03-24,华东,家用电器,冰箱,2,5003.32,10006.64
320,2025-01-10,华南,食品饮料,巧克力,1,68.41,68.41
321,2025-11-26,西南,服装鞋包,运动鞋,4,963.08,3852.32
322,2025-08-10,华北,美妆个护,口红,4,194.32,777.28
323,2024-10-12,华北,3C数码,手机,2,4994.26,9988.52
324,2025-01-31,西北,3C数码,平板,3,3875.34,11626.02
325,2024-08-07,西北,服装鞋包,羽绒服,2,534.9,1069.8
326,2026-05-23,华东,食品饮料,坚果,4,119.78,479.12
327,2026-04-09,华南,服装鞋包,T恤,5,185.54,927.7
328,2026-07-01,华南,家用电器,洗衣机,3,3035.02,9105.06
329,2024-05-04,华北,家用电器,洗衣机,4,1105.14,4420.56
330,2025-07-21,西北,服装鞋包,羽绒服,5,542.75,2713.75
331,2026-06-24,华东,3C数码,平板,4,4998.46,19993.84
332,2026-01-06,西南,美妆个护,洗发水,4,130.57,522.28
333,2024-03-16,华北,服装鞋包,T恤,4,166.46,665.84
334,2025-06-13,华南,家用电器,吸尘器,5,518.36,2591.8
335,2024-05-12,西南,美妆个护,洗面奶,1,118.08,118.08
336,2024-11-07,华北,家用电器,空调,2,3599.32,7198.64
337,2026-08-21,西北,服装鞋包,T恤,3,99.08,297.24
338,2025-07-18,华南,家用电器,空调,5,4574.09,22870.45
339,2025-05-29,华北,美妆个护,香水,2,302.72,605.44
340,2025-10-01,西北,服装鞋包,双肩包,1,512.62,512.62
341,2024-01-30,华东,3C数码,智能手表,3,2127.82,6383.46
342,2026-02-24,西北,食品饮料,巧克力,1,59.84,59.84
343,2025-10-04,西北,服装鞋包,运动鞋,4,444.88,1779.52
344,2026-04-06,西南,服装鞋包,羽绒服,1,1157.47,1157.47
345,2024-06-10,西南,食品饮料,茶叶,4,101.01,404.04
346,2025-09-13,华北,服装鞋包,运动鞋,3,1175.37,3526.11
347,2024-05-13,华南,美妆个护,香水,1,391.47,391.47
348,2025-04-22,华东,服装鞋包,羽绒服,2,554.97,1109.94
349,2024-02-21,华南,食品饮料,巧克力,4,39.86,159.44
350,2026-06-05,华北,服装鞋包,双肩包,3,194.92,584.76
351,2024-06-12,西南,美妆个护,洗发水,4,136.7,546.8
352,2025-05-24,华东,3C数码,耳机,5,995.88,4979.4
353,2024-09-03,华北,美妆个护,口红,1,115.16,115.16
354,2025-05-21,西北,食品饮料,咖啡,5,31.39,156.95
355,2024-04-20,西南,家用电器,空调,3,5772.06,17316.18
356,2025-01-09,华东,食品饮料,牛奶,5,58.09,290.45
357,2025-01-06,西北,服装鞋包,T恤,4,176.06,704.24
358,2026-02-21,西北,服装鞋包,双肩包,5,159.41,797.05
359,2024-04-09,西南,服装鞋包,运动鞋,5,1138.95,5694.75
360,2026-02-12,华北,家用电器,吸尘器,5,781.66,3908.3
361,2024-02-11,华东,3C数码,笔记本电脑,3,7921.81,23765.43
362,2025-06-15,西南,家用电器,吸尘器,5,467.74,2338.7
363,2026-08-11,西北,服装鞋包,牛仔裤,4,496.25,1985.0
364,2026-01-27,华南,美妆个护,口红,5,348.49,1742.45
365,2025-06-29,西南,美妆个护,口红,4,344.72,1378.88
366,2025-01-12,华南,3C数码,耳机,5,719.2,3596.0
367,2026-07-09,华东,美妆个护,洗发水,3,146.38,439.14
368,2026-03-12,西北,美妆个护,面霜,1,500.14,500.14
369,2024-06-23,西北,美妆个护,洗发水,2,130.38,260.76
370,2024-09-05,华东,美妆个护,洗面奶,2,33.22,66.44
371,2024-11-17,西南,家用电器,电饭煲,2,416.75,833.5
372,2026-03-04,西北,食品饮料,牛奶,2,55.93,111.86
373,2025-07-28,华南,食品饮料,巧克力,4,45.1,180.4
374,2024-06-26,西南,美妆个护,口红,5,206.29,1031.45
375,2026-03-01,华南,美妆个护,洗发水,2,145.31,290.62
376,2024-10-12,西北,服装鞋包,牛仔裤,3,408.47,1225.41
377,2025-12-22,华北,食品饮料,咖啡,4,89.3,357.2
378,2026-08-14,华南,服装鞋包,T恤,5,219.16,1095.8
379,2025-01-23,西南,服装鞋包,牛仔裤,3,116.83,350.49
380,2026-01-01,华东,服装鞋包,羽绒服,3,1222.07,3666.21
381,2024-08-07,华北,美妆个护,口红,5,308.85,1544.25
382,2024-05-20,华东,美妆个护,香水,2,345.47,690.94
383,2025-11-16,西北,家用电器,洗衣机,1,1400.79,1400.79
384,2024-12-04,西南,3C数码,笔记本电脑,1,8804.85,8804.85
385,2026-08-09,华北,食品饮料,茶叶,4,212.63,850.52
386,2026-02-13,华南,服装鞋包,运动鞋,1,1107.94,1107.94
387,2024-04-01,西北,家用电器,吸尘器,1,1395.88,1395.88
388,2024-06-28,西南,家用电器,冰箱,4,5045.82,20183.28
389,2024-07-09,华南,3C数码,手机,3,5407.77,16223.31
390,2024-04-19,华南,服装鞋包,羽绒服,5,976.75,4883.75
391,2026-06-29,华北,美妆个护,洗发水,3,61.21,183.63
392,2024-04-25,华南,家用电器,电饭煲,3,617.09,1851.27
393,2024-01-15,华南,服装鞋包,双肩包,2,187.75,375.5
394,2026-05-26,西南,食品饮料,巧克力,3,26.94,80.82
395,2025-11-16,华东,家用电器,洗衣机,4,2294.41,9177.64
396,2024-09-11,华东,服装鞋包,羽绒服,2,891.41,1782.82
397,2024-09-30,华南,服装鞋包,双肩包,5,105.72,528.6
398,2025-10-31,华南,家用电器,冰箱,1,3594.28,3594.28
399,2024-06-12,西南,美妆个护,口红,1,291.61,291.61
400,2026-08-21,华南,服装鞋包,双肩包,2,209.56,419.12
401,2024-05-16,西南,家用电器,电饭煲,5,392.86,1964.3
402,2025-12-19,西北,食品饮料,巧克力,2,80.95,161.9
403,2025-11-27,西北,3C数码,智能手表,4,1820.43,7281.72
404,2025-01-05,华东,美妆个护,洗面奶,1,170.89,170.89
405,2026-07-13,西北,家用电器,吸尘器,5,479.82,2399.1
406,2024-12-01,西北,食品饮料,牛奶,2,65.85,131.7
407,2025-05-15,华东,美妆个护,洗发水,1,89.88,89.88
408,2025-06-09,西南,食品饮料,巧克力,1,64.7,64.7
409,2025-11-19,华南,3C数码,耳机,3,1660.44,4981.32
410,2026-02-02,华北,美妆个护,洗面奶,1,102.03,102.03
411,2025-12-18,华东,美妆个护,洗面奶,1,197.64,197.64
412,2025-04-28,华东,服装鞋包,羽绒服,2,1245.87,2491.74
413,2026-02-23,西南,服装鞋包,羽绒服,4,1356.58,5426.32
414,2026-07-17,西南,食品饮料,牛奶,5,36.65,183.25
